#Start main with pid 84129, ppid 83244. Format: time state[3] output[1] input[1]
0, 1.000000, 1.000000, 1.000000, 1.000000, -0.527073
1, 1.450000, -0.850000, -0.954146, 1.450000, -0.744324
2, -0.082500, -1.462500, -1.584063, -0.082500, 0.001044
3, -1.430625, -0.067875, -0.156318, -1.430625, 0.652920
4, -0.779794, 1.352306, 1.290208, -0.779794, 0.284631
5, 0.894794, 0.876035, 0.698282, 0.894794, 0.913029
6, 1.279630, -0.762451, 1.895886, 1.279630, 0.591945
7, -0.084513, -1.291894, 1.373478, -0.084513, -0.643869
8, -1.269556, -0.048902, -1.150390, -1.269556, 0.396851
9, -0.681234, 1.201188, 0.678663, -0.681234, -0.113723
10, 0.800511, 0.767291, -0.159579, 0.800511, -0.163985
11, 1.129182, -0.683756, -0.343928, 1.129182, 0.366888
12, -0.084977, -1.141099, 0.699383, -0.084977, 0.371988
13, -1.126533, -0.033381, 0.813914, -1.126533, 0.268503
14, -0.594979, 1.066868, 0.618398, -0.594979, -0.986823
15, 0.716035, 0.671916, -1.911807, 0.716035, 0.703288
16, 0.996338, -0.613042, 1.215396, 0.996338, 0.375217
17, -0.084221, -1.007826, 0.871973, -0.084221, 0.416532
18, -0.999544, -0.020773, 0.920262, -0.999544, 0.130141
19, -0.519507, 0.947490, 0.352308, -0.519507, -0.108260
20, 0.640362, 0.588280, -0.181289, 0.640362, 0.351187
21, 0.879047, -0.549516, 0.684244, 0.879047, 0.077261
22, -0.082517, -0.890047, 0.222947, -0.082517, -0.829849
23, -0.886803, -0.010614, -1.637404, -0.886803, -0.316334
24, -0.453485, 0.841401, -0.796409, -0.453485, -0.171020
25, 0.572589, 0.514950, -0.421681, 0.572589, 0.625391
26, 0.775497, -0.492464, 1.208613, 0.775497, -0.738816
27, -0.080092, -0.785969, -1.356770, -0.080092, -0.712340
28, -0.786717, -0.002509, -1.560356, -0.786717, -0.368762
29, -0.395742, 0.747130, -0.893559, -0.395742, -0.647398
30, 0.511902, 0.450668, -1.384152, 0.511902, -0.916656
31, 0.684086, -0.441240, -1.971726, 0.684086, 0.104165
32, -0.077136, -0.694005, 0.011158, -0.077136, -0.391722
33, -0.697873, 0.003878, -0.782328, -0.697873, 0.084388
34, -0.345252, 0.663367, 0.090544, -0.345252, -0.242915
35, 0.457573, 0.394326, -0.476776, 0.457573, 0.892909
36, 0.603396, -0.395261, 1.738140, 0.603396, -0.002583
37, -0.073800, -0.612753, 0.168648, -0.073800, -0.650970
38, -0.619015, 0.008835, -1.285075, -0.619015, -0.750961
